368,20795,31,,,37,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3001311,2853579,8-Dec-13,PC,1,Ea,204,86017,,0,139365,207165,212688,204,25,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4262947,4158626,25-Jan-15,MOBILE,1,Ea,2402,103329,,0,164035,246664,,,,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3252973,3123094,3-Apr-14,PC,189,HRS,20795,90698,,0,146084,216414,222270,20795,31,,,189,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2684110,2527273,27-Jul-13,PC,872,Ea,209,32837,91704,2,38289,191756,197023,209,57,,,872,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2931489,2781461,10-Nov-13,PC,26,Ea,20795,84836,,0,136414,204634,210046,20795,31,,,26,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3107055,2978809,24-Jan-14,PC,20,HRS,20795,87964,,0,142094,211200,216831,20795,25,,,20,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4347969,4245630,13-Feb-15,PC,960,Ea,205,103186,121275,,163870,248864,255230,205,31242,,,960,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3066999,2936809,11-Jan-14,PC,1,Ea,204,87300,,0,141237,209933,215547,204,25,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3107103,2978812,24-Jan-14,PC,500,Ea,,88103,,,142249,211369,216995,,,,,500,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2684098,2527267,27-Jul-13,PC,550,Ea,207,32843,91692,2,38338,191725,196992,207,57,,,550,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3302989,3174103,27-Apr-14,PC,4.1,WK,20795,91684,,0,147500,218311,224173,20795,31,,,4.1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2791326,2630276,14-Sep-13,PC,208,HRS,20795,82054,,0,105190,196849,202268,20795,31,,,208,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2660036,2503238,19-Jul-13,PC,205,Ea,207,32837,91303,2,38291,190984,196215,207,57,,,205,0,0,
