"PO_BLANKET_ID","PO_RELEASE_ID","LINE_ID","SHIPMENT_ID","CATEGORY_ID","CANCEL_FLAG","UOM","AMOUNT","QTY","GEOGRAPHY_ID","CONTRACT_ID","CONTRACT_LINE_ID","ORIGINAL_DUE_DATE","LATEST_DUE_DATE","SHIPMENT_LINE"
32843,57234,113440,113440,114,"N","Each",683.84,32,207,32843,38339,31/DEC/04,31/DEC/04,1
32843,57234,113441,113441,114,"N","Each",5021.95,235,207,32843,38339,04/JAN/05,04/JAN/05,2
32845,57235,113442,113442,114,"N","Each",54.72,32,207,32845,38353,31/DEC/04,31/DEC/04,1
32845,57235,113443,113443,114,"N","Each",401.85,235,207,32845,38353,04/JAN/05,04/JAN/05,2
32845,57235,113444,113444,34,"N","Each",820.48,32,207,32845,38354,31/DEC/04,31/DEC/04,3
32839,57244,113489,113489,30,"N","Each",17798.83,119,207,32839,38307,30/DEC/04,30/DEC/04,1
32839,57244,113490,113490,30,"N","Each",35148.95,235,207,32839,38307,04/JAN/05,04/JAN/05,2
32840,57245,113491,113491,114,"N","Each",897.4,35,207,32840,38315,31/DEC/04,31/DEC/04,1
32840,57245,113492,113492,114,"N","Each",2307.6,90,207,32840,38315,06/JAN/05,06/JAN/05,2
32841,57246,113493,113493,114,"N","Each",30004.66,119,207,32841,38320,30/DEC/04,30/DEC/04,1
32841,57246,113494,113494,114,"N","Each",59252.9,235,207,32841,38320,04/JAN/05,04/JAN/05,2
32839,57249,113503,113503,30,"N","Each",162.39,1,207,32839,38308,31/DEC/04,31/DEC/04,1
32839,57249,113504,113504,30,"N","Each",14615.1,90,207,32839,38308,06/JAN/05,06/JAN/05,2
