INVOICE_HOLDS,627664,225925,LINE VARIANCE,Total of Invoice Lines does not equal Invoice Amount,21-Oct-15,SYSTEM,,VARIANCE CORRECTED,Invoice variance corrected,21-Oct-15,SYSTEM,,
INVOICE_HOLDS,627665,225927,LINE VARIANCE,Total of Invoice Lines does not equal Invoice Amount,21-Oct-15,SYSTEM,,VARIANCE CORRECTED,Invoice variance corrected,21-Oct-15,SYSTEM,,
INVOICE_HOLDS,627666,225932,LINE VARIANCE,Total of Invoice Lines does not equal Invoice Amount,21-Oct-15,SYSTEM,,VARIANCE CORRECTED,Invoice variance corrected,21-Oct-15,SYSTEM,,
INVOICE_HOLDS,627667,225935,LINE VARIANCE,Total of Invoice Lines does not equal Invoice Amount,21-Oct-15,SYSTEM,,VARIANCE CORRECTED,Invoice variance corrected,21-Oct-15,SYSTEM,,
INVOICE_HOLDS,627668,225937,LINE VARIANCE,Total of Invoice Lines does not equal Invoice Amount,21-Oct-15,SYSTEM,,VARIANCE CORRECTED,Invoice variance corrected,21-Oct-15,SYSTEM,,
INVOICE_HOLDS,627669,225942,LINE VARIANCE,Total of Invoice Lines does not equal Invoice Amount,21-Oct-15,SYSTEM,,VARIANCE CORRECTED,Invoice variance corrected,21-Oct-15,SYSTEM,,
INVOICE_HOLDS,627670,225944,LINE VARIANCE,Total of Invoice Lines does not equal Invoice Amount,21-Oct-15,SYSTEM,,VARIANCE CORRECTED,Invoice variance corrected,21-Oct-15,SYSTEM,,
INVOICE_HOLDS,627671,225945,LINE VARIANCE,Total of Invoice Lines does not equal Invoice Amount,21-Oct-15,SYSTEM,,VARIANCE CORRECTED,Invoice variance corrected,21-Oct-15,SYSTEM,,
INVOICE_HOLDS,627672,225947,LINE VARIANCE,Total of Invoice Lines does not equal Invoice Amount,21-Oct-15,SYSTEM,,VARIANCE CORRECTED,Invoice variance corrected,21-Oct-15,SYSTEM,,
INVOICE_HOLDS,517628,202595,LINE VARIANCE,Total of Invoice Lines does not equal Invoice Amount,2-Apr-15,SYSTEM,,VARIANCE CORRECTED,Invoice variance corrected,2-Apr-15,SYSTEM,,
INVOICE_HOLDS,627673,225952,LINE VARIANCE,Total of Invoice Lines does not equal Invoice Amount,21-Oct-15,SYSTEM,,VARIANCE CORRECTED,Invoice variance corrected,21-Oct-15,SYSTEM,,
INVOICE_HOLDS,627674,225954,LINE VARIANCE,Total of Invoice Lines does not equal Invoice Amount,21-Oct-15,SYSTEM,,VARIANCE CORRECTED,Invoice variance corrected,21-Oct-15,SYSTEM,,
INVOICE_HOLDS,627675,225955,LINE VARIANCE,Total of Invoice Lines does not equal Invoice Amount,21-Oct-15,SYSTEM,,VARIANCE CORRECTED,Invoice variance corrected,21-Oct-15,SYSTEM,,
INVOICE_HOLDS,627676,225957,LINE VARIANCE,Total of Invoice Lines does not equal Invoice Amount,21-Oct-15,SYSTEM,,VARIANCE CORRECTED,Invoice variance corrected,21-Oct-15,SYSTEM,,
INVOICE_HOLDS,627677,225962,LINE VARIANCE,Total of Invoice Lines does not equal Invoice Amount,21-Oct-15,SYSTEM,,VARIANCE CORRECTED,Invoice variance corrected,21-Oct-15,SYSTEM,,
INVOICE_HOLDS,693663,235927,LINE VARIANCE,Total of Invoice Lines does not equal Invoice Amount,3-Feb-16,SYSTEM,,VARIANCE CORRECTED,Invoice variance corrected,3-Feb-16,SYSTEM,,
INVOICE_HOLDS,677659,234761,LINE VARIANCE,Total of Invoice Lines does not equal Invoice Amount,7-Jan-16,SYSTEM,,VARIANCE CORRECTED,Invoice variance corrected,7-Jan-16,SYSTEM,,
INVOICE_HOLDS,706668,236727,LINE VARIANCE,Total of Invoice Lines does not equal Invoice Amount,23-Feb-16,SYSTEM,,VARIANCE CORRECTED,Invoice variance corrected,9-Apr-16,SYSTEM,,
